,Official Symbol Interactor A,Official Symbol Interactor B
893,HSP90AA1,TSSK3
894,HSP90AA1,RPS6KA5
895,HSP90AA1,HIPK4
896,HSP90AA1,MAPK4
897,HSP90AA1,YES1
898,HSP90AA1,MYLK2
899,HSP90AA1,BLK
900,HSP90AA1,SGK223
901,HSP90AA1,IRAK2
902,HSP90AA1,STK38
903,HSP90AA1,TSSK1B
904,HSP90AA1,PRKCE
905,HSP90AA1,NEK8
906,HSP90AA1,CAMK2G
907,HSP90AA1,DYRK1B
908,HSP90AA1,PDGFRB
909,HSP90AA1,PDIK1L
910,HSP90AA1,PRKCQ
911,HSP90AA1,TYRO3
912,HSP90AA1,RPS6KL1
913,HSP90AA1,PKN1
914,HSP90AA1,CDK3
915,HSP90AA1,DDR1
916,HSP90AA1,DYRK2
917,HSP90AA1,PRKCA
918,HSP90AA1,CDK18
919,HSP90AA1,GRK7
920,HSP90AA1,EPHA1
921,HSP90AA1,ILK
922,HSP90AA1,CHEK1
923,HSP90AA1,PRKCG
924,HSP90AA1,GRK6
925,HSP90AA1,EPHA2
926,HSP90AA1,SRPK3
927,HSP90AA1,PIM3
928,HSP90AA1,CDK11B
929,HSP90AA1,TESK1
930,HSP90AA1,LIMK1
931,HSP90AA1,NUAK2
932,HSP90AA1,FGR
933,HSP90AA1,PRKCH
934,HSP90AA1,MAP4K1
935,HSP90AA1,MYLK3
936,HSP90AA1,RET
937,HSP90AA1,MAP3K9
938,HSP90AA1,CDK6
939,HSP90AA1,ALK
940,HSP90AA1,RPS6KB1
941,HSP90AA1,RPS6KC1
942,HSP90AA1,PRKAA2
943,HSP90AA1,BRAF
944,HSP90AA1,MAP3K5
945,HSP90AA1,RPS6KA2
946,HSP90AA1,STK38L
947,HSP90AA1,FES
948,HSP90AA1,RPS6KA6
949,HSP90AA1,RPS6KA3
950,HSP90AA1,EPHA4
951,HSP90AA1,IRAK3
952,HSP90AA1,DMPK
953,HSP90AA1,CAMKV
954,HSP90AA1,CAMK1G
955,HSP90AA1,PIM2
956,HSP90AA1,BMX
957,HSP90AA1,STK32B
958,HSP90AA1,IGF1R
959,HSP90AA1,TAOK3
960,HSP90AA1,ROR2
961,HSP90AA1,PRKCZ
962,HSP90AA1,PTK6
963,HSP90AA1,ERBB4
964,HSP90AA1,PASK
965,HSP90AA1,CDK14
966,HSP90AA1,MUSK
967,HSP90AA1,PTK2
968,HSP90AA1,PRKD1
969,HSP90AA1,STK32C
970,HSP90AA1,MAP4K2
971,HSP90AA1,IKBKE
972,HSP90AA1,AURKB
973,HSP90AA1,PRKCI
974,HSP90AA1,PTK2B
975,HSP90AA1,MINK1
976,HSP90AA1,NEK9
977,HSP90AA1,DAPK3
978,HSP90AA1,CAMKK2
979,HSP90AA1,AKT2
980,HSP90AA1,PAK6
981,HSP90AA1,CAMK4
982,HSP90AA1,PRKD2
983,HSP90AA1,RPS6KA1
984,HSP90AA1,CAMK2A
985,HSP90AA1,CAMK2B
986,HSP90AA1,CAMK2D
987,HSP90AA1,CLK2
988,AMHR2,HSP90AA1
989,ICK,HSP90AA1
990,PSKH1,HSP90AA1
991,ARAF,HSP90AA1
992,LIMK2,HSP90AA1
993,FYN,HSP90AA1
994,MAP3K8,HSP90AA1
995,DDR2,HSP90AA1
996,GSK3A,HSP90AA1
997,TSSK2,HSP90AA1
998,CDC37,HSP90AA1
999,NEK9,HSP90AA1
1000,AURKB,HSP90AA1
1001,ROR2,HSP90AA1
1002,MAP3K9,HSP90AA1
1003,EPHA2,HSP90AA1
1004,ALK,HSP90AA1
1005,AKT2,HSP90AA1
1006,FGR,HSP90AA1
1007,PRKCZ,HSP90AA1
1008,CSNK2A1,HSP90AA1
1009,CDH1,HSP90AA1
1010,TOMM70A,HSP90AA1
1011,IRF3,HSP90AA1
1012,TBK1,HSP90AA1
1013,IRF3,HSP90AA1
1014,TOMM70A,HSP90AA1
1015,IFIT1,HSP90AA1
1016,PPP5C,HSP90AA1
1017,ATF2,HSP90AA1
1018,IQCB1,HSP90AA1
1019,PPP5C,HSP90AA1
1020,HSP90AA1,STIP1
1021,HSP90AA1,HSP90AB1
1022,HSP90AA1,HSP90AA1
1023,HSP90AA1,HSPA1B
1024,HSP90AA1,HSPA8
1025,HSP90AA1,CDC37
1026,HSP90AA1,FKBP4
1027,HSP90AA1,STUB1
1028,HSP90AA1,TOMM34
1029,HSP90AA1,FKBP5
1030,HSP90AA1,GIGYF2
1031,HSP90AA1,FKBP8
1032,HSP90AA1,TUBB2B
1033,HSP90AA1,SSBP1
1034,HSP90AA1,TUBB
1035,HSP90AA1,TUBA1A
1036,HSP90AA1,TUBB4B
1037,HSP90AA1,DNAJA1
1038,HSP90AA1,RPAP3
1039,HSP90AA1,PDRG1
1040,HSP90AA1,DNAJA2
1041,HSP90AA1,FASN
1042,HSP90AA1,TTC4
1043,HSP90AA1,HSPA4
1044,HSP90AA1,POLR2E
1045,HSP90AA1,IRS4
1046,HSP90AA1,TUBAL3
1047,PPP5C,HSP90AA1
1048,NOS2,HSP90AA1
1049,AGO1,HSP90AA1
1050,AGO2,HSP90AA1
1051,METTL18,HSP90AA1
1052,CAMKMT,HSP90AA1
1053,METTL21B,HSP90AA1
1054,METTL22,HSP90AA1
1055,UBL4A,HSP90AA1
1056,ILF3,HSP90AA1
1057,US3,HSP90AA1
1058,CFTR,HSP90AA1
1059,NOD1,HSP90AA1
1060,HSF1,HSP90AA1
1061,FAM162A,HSP90AA1
1062,HSP90AA1,DNAJC7
1063,HSP90AA1,HSP90AA1
1064,HSP90AA1,HSPA1A
1065,DNAJC7,HSP90AA1
1066,PTGES3,HSP90AA1
1067,HSP90AA1,AHSA1
1068,AGO2,HSP90AA1
1069,MAP3K11,HSP90AA1
1070,MAP3K11,HSP90AA1
1071,CDC37,HSP90AA1
1072,HSP90AA1,HSP90AA1
1073,AXL,HSP90AA1
1074,HSP90AA1,AXL
1075,SLC12A3,HSP90AA1
1076,SLC12A3,HSP90AA1
1077,PAN2,HSP90AA1
1078,PPID,HSP90AA1
1079,HSP90AA1,BIRC5
1080,NPM1,HSP90AA1
1081,SMG1,HSP90AA1
1082,FKBP4,HSP90AA1
1083,PPID,HSP90AA1
1084,PPID,HSP90AA1
1085,FKBP4,HSP90AA1
1086,AR,HSP90AA1
1087,HSP90AA1,PTGES3
1088,NOS2,HSP90AA1
1089,HSP90AA1,NOS2
1090,RAF1,HSP90AA1
1091,RAD52,HSP90AA1
1092,HSP90AA1,TNK2
1093,IRF1,HSP90AA1
1094,HDAC6,HSP90AA1
1095,HSP90AA1,MMP2
1096,DNAJA3,HSP90AA1
1097,BCR,HSP90AA1
1098,ABL1,HSP90AA1
1099,BAG3,HSP90AA1
1100,PIK3C3,HSP90AA1
1101,HSP90AA1,CAV1
1102,HSP90AA1,RPS3A
1103,KCNH2,HSP90AA1
1104,HSP90AA1,HSF1
1105,HSP90AA1,HDAC6
1106,FKBPL,HSP90AA1
1107,ESR1,HSP90AA1
1108,RBCK1,HSP90AA1
1109,HSP90AA1,RBCK1
1110,HSP90AA1,ESR1
1111,HSP90AA1,FKBPL
1112,EGFR,HSP90AA1
1113,STIP1,HSP90AA1
1114,FKBP5,HSP90AA1
1115,PPP5C,HSP90AA1
1116,RAF1,HSP90AA1
1117,HSP90AA1,STIP1
1118,HSP90AA1,PTGES3
1119,TOMM40,HSP90AA1
1120,HSP90AA1,PTGES3
1121,PGR,HSP90AA1
1122,LSM1,HSP90AA1
1123,CERS2,HSP90AA1
1124,JUN,HSP90AA1
1125,NR3C1,HSP90AA1
1126,TERT,HSP90AA1
1127,HSP90AA1,EIF2AK2
1128,PTGES3,HSP90AA1
1129,Nr3c1,HSP90AA1
1130,KATNA1,HSP90AA1
1131,STUB1,HSP90AA1
1132,PARK2,HSP90AA1
1133,HSP90AA1,NR1I3
1134,KEAP1,HSP90AA1
1135,CDKN2A,HSP90AA1
1136,CKS2,HSP90AA1
1137,CKS1B,HSP90AA1
1138,AIPL1,HSP90AA1
1139,Stk11,HSP90AA1
1140,Stk11,HSP90AA1
1141,GZMA,HSP90AA1
1142,SUGT1,HSP90AA1
1143,HSP90AA1,FKBP4
1144,HSP90AA1,FKBP5
1145,CAP1,HSP90AA1
1146,MCM3,HSP90AA1
1147,MCM5,HSP90AA1
1148,MGEA5,HSP90AA1
1149,PPP6R3,HSP90AA1
1150,HSP90AA1,HSP90AB1
1151,HSP90AA1,MAGED2
1152,HSP90AA1,TPM3
1153,RHOBTB2,HSP90AA1
1154,USP19,HSP90AA1
1155,HSP90AA1,USP19
1156,USP19,HSP90AA1
1157,CDK4,HSP90AA1
1158,PRKACA,HSP90AA1
1159,PRKACB,HSP90AA1
1160,CDK2,HSP90AA1
1161,ADRBK1,HSP90AA1
1162,CDK9,HSP90AA1
1163,CDK5,HSP90AA1
1164,PRKAA1,HSP90AA1
1165,RPS6KA1,HSP90AA1
1166,HIF1A,HSP90AA1
1167,PRKCD,HSP90AA1
1168,AHSA1,HSP90AA1
1169,AIP,HSP90AA1
1170,CDC37,HSP90AA1
1171,CDC37L1,HSP90AA1
1172,CHORDC1,HSP90AA1
1173,FKBP4,HSP90AA1
1174,FKBP5,HSP90AA1
1175,FKBP6,HSP90AA1
1176,FKBPL,HSP90AA1
1177,HSP90AB1,HSP90AA1
1178,PPP5C,HSP90AA1
1179,STIP1,HSP90AA1
1180,TTC4,HSP90AA1
1181,UNC45B,HSP90AA1
1182,HSP90AB1,HSP90AA1
1183,CDC37L1,HSP90AA1
1184,UNC45B,HSP90AA1
1185,FKBP5,HSP90AA1
1186,CDC37,HSP90AA1
1187,FKBP4,HSP90AA1
1188,AHSA1,HSP90AA1
1189,PPP5C,HSP90AA1
1190,FKBP6,HSP90AA1
1191,TTC4,HSP90AA1
1192,STIP1,HSP90AA1
1193,FKBPL,HSP90AA1
1194,CHORDC1,HSP90AA1
1195,AIP,HSP90AA1
1196,HSP90AA1,BRCA1
1197,BRCA1,HSP90AA1
1198,MDM2,HSP90AA1
1199,AURKA,HSP90AA1
1200,AURKB,HSP90AA1
1201,CEP250,HSP90AA1
1202,CEP57,HSP90AA1
1203,CEP76,HSP90AA1
1204,LGALS3BP,HSP90AA1
1205,TP53,HSP90AA1
1206,TUBG1,HSP90AA1
1207,VHL,HSP90AA1
1208,MAP3K11,HSP90AA1
1209,PSMD10,HSP90AA1
1210,CDK1,HSP90AA1
1211,CDC25C,HSP90AA1
1212,HIF1A,HSP90AA1
1213,HSP90AA1,HSF1
1214,PTGDS,HSP90AA1
1215,HSP90AA1,PTGDS
1216,HSP90AA1,PTGDS
1217,PTGDR,HSP90AA1
1218,PTGES3,HSP90AA1
1219,HUWE1,HSP90AA1
1220,FUS,HSP90AA1
1221,PTGES3,HSP90AA1
1222,HSP90AA1,PTGES3
1223,STUB1,HSP90AA1
1224,HSP90AA1,STUB1
1225,Stub1,HSP90AA1
1226,STK36,HSP90AA1
1227,ISG15,HSP90AA1
1228,HSP90AA1,AHSA1
1229,HSP90AA1,CDC37
1230,HSP90AA1,STIP1
1231,HSP90AA1,NR3C1
1232,HSP90AA1,RAF1
1233,NXF1,HSP90AA1
1234,TRAF3IP2,HSP90AA1
1235,HSP90AA1,HOPX
1236,TRAF3IP2,HSP90AA1
1237,HSP90AA1,FKBP4
1238,STIP1,HSP90AA1
1239,FKBP4,HSP90AA1
1240,FKBP5,HSP90AA1
1241,ST13,HSP90AA1
1242,PPID,HSP90AA1
1243,PTGES3,HSP90AA1
1244,EGFR,HSP90AA1
1245,MCF2,HSP90AA1
1246,HSP90AA1,MCF2
1247,SGTA,HSP90AA1
1248,WDR76,HSP90AA1
1249,HDAC6,HSP90AA1
1250,AGO3,HSP90AA1
1251,PSKH2,HSP90AA1
1252,MYLK4,HSP90AA1
1253,SMYD3,HSP90AA1
1254,PCBP1,HSP90AA1
1255,AURKB,HSP90AA1
1256,CDKL2,HSP90AA1
1257,CDKL4,HSP90AA1
1258,AURKC,HSP90AA1
1259,CDK15,HSP90AA1
1260,CDK18,HSP90AA1
1261,CDK4,HSP90AA1
1262,CDK7,HSP90AA1
1263,CDK13,HSP90AA1
1264,CDK3,HSP90AA1
1265,CDK9,HSP90AA1
1266,RAF1,HSP90AA1
1267,RPS6KB2,HSP90AA1
1268,HSPB1,HSP90AA1
1269,AMBRA1,HSP90AA1
1270,UNK,HSP90AA1
1271,HSP90AA1,AHSA1
1272,HSP90AA1,ATP5A1
1273,HSP90AA1,CANX
1274,HSP90AA1,DDOST
1275,HSP90AA1,DNAJA2
1276,HSP90AA1,GAPDH
1277,ATP5B,HSP90AA1
1278,HSP90AA1,HSP90AB1
1279,HSP90AA1,HSPA4
1280,HSP90AA1,HSPA8
1281,HSP90AA1,HSPE1
1282,HSP90AA1,P4HB
1283,HSP90AA1,SSR4
1284,HSP90AA1,UQCRC2
1285,NTRK1,HSP90AA1
1286,HSP90AA1,AHR
1287,HSP90AA1,AIP
1288,PTEN,HSP90AA1
1289,RAD51,HSP90AA1
1290,NPHP4,HSP90AA1
1291,AHSA1,HSP90AA1
1292,HSP90AA1,HK2
1293,PPP5C,HSP90AA1
1294,TUBG1,HSP90AA1
1295,IKBKG,HSP90AA1
1296,NES,HSP90AA1
1297,CDC37,HSP90AA1
1298,CHORDC1,HSP90AA1
1299,HSP90AA1,HSP90AB1
1300,HSP90AA1,TERF1
1301,HSP90AA1,TTC1
1302,HSP90AA1,VARS
1303,HSP90AA1,PRPF4B
1304,HSP90AA1,STIP1
1305,HSP90AA1,CDC37
1306,HSP90AA1,U2AF2
1307,HSP90AA1,COBLL1
1308,HSP90AA1,SIRT1
1309,HSP90AA1,SKIV2L2
1310,HSP90AA1,CDC37L1
1311,HSP90AA1,ZMYM1
1312,HSP90AA1,FAM103A1
1313,HSP90AA1,WDR20
1314,Bmpr1a,HSP90AA1
1315,Cdc37,HSP90AA1
1316,Myo1c,HSP90AA1
1317,Lrr1,HSP90AA1
1318,Bag2,HSP90AA1
1319,AR,HSP90AA1
1320,EGFR,HSP90AA1
1321,GAN,HSP90AA1
1322,USP19,HSP90AA1
1323,USP19,HSP90AA1
1324,HSP90AA1,USP19
1325,CRY2,HSP90AA1
1326,HSP90AA1,HSF1
1327,HSP90AA1,HSF1
1328,HSP90AA1,HIF1A
1329,HSP90AA1,HIF1A
1330,HSP90AA1,ESRRB
1331,HSP90AA1,ESRRB
1332,HSP90AA1,MET
1333,HSP90AA1,KEAP1
1334,HSP90AA1,RHOBTB2
1335,HSP90AA1,RHOBTB2
1336,HSP90AA1,KEAP1
1337,HSP90AA1,AR
1338,LRRK2,HSP90AA1
1339,MCM2,HSP90AA1
1340,MCM5,HSP90AA1
1341,Ksr1,HSP90AA1
1342,SNW1,HSP90AA1
1343,CDC5L,HSP90AA1
1344,STUB1,HSP90AA1
1345,RHOBTB3,HSP90AA1
1346,SENP3,HSP90AA1
1347,ERBB3,HSP90AA1
1348,ESRRB,HSP90AA1
1349,CDC37,HSP90AA1
1350,TAH1,HSP90AA1
1351,HSP90AA1,XRCC1
1352,XRCC1,HSP90AA1
1353,U2AF2,HSP90AA1
1354,HSP90AA1,NR3C1
1355,HSP90AA1,PTGES3
1356,HSP90AA1,PTGES3
1357,HSP90AA1,STIP1
1358,HSP90AA1,PTGES3
1359,HSP90AA1,PTGES3
1360,PTGES3,HSP90AA1
1361,HSP90AA1,CSNK2A1
1362,HSP90AA1,PPP5C
1363,PPP5C,HSP90AA1
1364,EGLN1,HSP90AA1
1365,EGLN1,HSP90AA1
1366,HSP90AA1,EGLN1
1367,AHSA1,HSP90AA1
1368,HSP90AA1,AHSA1
1369,AR,HSP90AA1
1370,HSP90AA1,FKBP5
1371,HSP90AA1,PTGES3
1372,ERBB2,HSP90AA1
1373,UNC45A,HSP90AA1
1374,PTGES3,HSP90AA1
1375,STIP1,HSP90AA1
1376,HSP90AA1,PTGES3
1377,RPAP3,HSP90AA1
1378,RPAP3,HSP90AA1
1379,HSP90AA1,RPAP3
1380,NR3C1,HSP90AA1
1381,PTGES3,HSP90AA1
1382,TTK,HSP90AA1
1383,HSP90AA1,AHSA1
1384,HSP90AA1,CDC37
1385,HSP90AA1,PTGES3
1386,HSP90AA1,STIP1
1387,HSP90AA1,ERBB2
1388,HSP90AA1,CDK4
1389,HSP90AA1,NR3C1
1390,HSP90AA1,TTK
1391,EIF2S1,HSP90AA1
1392,CDC37,HSP90AA1
1393,CDC37L1,HSP90AA1
1394,CDC37,HSP90AA1
1395,HSP90AA1,CDC37L1
1396,HSP90AA1,HSPA1A
1397,HSP90AA1,STIP1
1398,HSPA1A,HSP90AA1
1399,PTGES3,HSP90AA1
1400,PTGES3,HSP90AA1
1401,HSP90AA1,UNC45A
1402,PTGES3,HSP90AA1
1403,CDC37,HSP90AA1
1404,HSPA8,HSP90AA1
1405,HSP90AA1,CDC37
1406,FKBP4,HSP90AA1
1407,STIP1,HSP90AA1
1408,ST13,HSP90AA1
1409,AKT1,HSP90AA1
1410,HSP90AA1,TP53
1411,CDC73,HSP90AA1
1412,ATXN3,HSP90AA1
1413,CRBN,HSP90AA1
1414,UHRF1,HSP90AA1
1415,HSP90AA1,UHRF1
1416,AR,HSP90AA1
1417,HSP90AA1,WEE1
1418,HSP90AA1,VHL
1419,HSP90AA1,PTEN
1420,FLCN,HSP90AA1
1421,FLCN,HSP90AA1
1422,HSP90AA1,FLCN
1423,FNIP1,HSP90AA1
1424,FNIP2,HSP90AA1
1425,HSP90AA1,FNIP1
1426,FLCN,HSP90AA1
1427,HSP90AA1,FNIP1
1428,HSP90AA1,FNIP2
1429,HSP90AA1,AHSA1
1430,HSP90AA1,PPP5C
1431,HSP90AA1,STIP1
1432,HSP90AA1,CDC37
1433,HSP90AA1,PTGES3
1434,HSP90AA1,HSPA1B
1435,FNIP1,HSP90AA1
1436,AHSA1,HSP90AA1
1437,PTGES3,HSP90AA1
1438,HSP90AA1,HSP90AA1
1439,EGLN1,HSP90AA1
1440,HSP90AA1,EGLN1
1441,PPP5C,HSP90AA1
1442,CDK9,HSP90AA1
1443,STK11,HSP90AA1
1444,CDK7,HSP90AA1
1445,CDK4,HSP90AA1
1446,CDK3,HSP90AA1
1447,SMYD3,HSP90AA1
1448,CDK13,HSP90AA1
1449,AKT3,HSP90AA1
1450,CDK11A,HSP90AA1
1451,STK35,HSP90AA1
1452,CDK15,HSP90AA1
1453,STIP1,HSP90AA1
1454,AGO3,HSP90AA1
1455,CLK3,HSP90AA1
1456,MYLK4,HSP90AA1
1457,AURKC,HSP90AA1
1458,AURKB,HSP90AA1
1459,FKBP4,HSP90AA1
1460,GBP2,HSP90AA1
1461,CDK18,HSP90AA1
1462,CDKL2,HSP90AA1
1463,CDKL4,HSP90AA1
1464,FYN,HSP90AA1
1465,PCBP1,HSP90AA1
1466,ANKMY2,HSP90AA1
1467,CCDC117,HSP90AA1
1468,PDIK1L,HSP90AA1
1469,BTK,HSP90AA1
1470,SLC9A1,HSP90AA1
1471,SLC9A1,HSP90AA1
1472,HSP90AA1,LLGL1
1473,HSP90AA1,RB1
1474,HSP90AA1,FZR1
1475,HSP90AA1,MCL1
1476,HSP90AA1,CDKN1B
1477,HSP90AA1,ATR
1478,CYLD,HSP90AA1
1479,DDX59,HSP90AA1
